id,name,brand,price,mileage,fuel_type,transmission,seating_capacity,body_type,rating,use_case,features,engine_cc,safety_rating,year,image_url
12,Maruti Baleno,Maruti Suzuki,590953.83,23.91,Diesel,Manual,5,Hatchback,4.4,"City,Family",Smartplay Studio|Head-up Display|Premium Interior,1197,4,2023,maruti_suzuki_maruti_baleno.jpg
54,Maruti Suzuki Dzire 2025,Maruti Suzuki,742785.41,24.45,Petrol,Automatic,5,Sedan,4.4,"City,Family",ABS|Airbags|Touchscreen|AC,1197,4,2025,maruti_suzuki_dzire_2025.jpg
59,Hyundai Verna 2025,Hyundai,1617613.62,19.26,Petrol,Manual,5,Sedan,4.9,"City,Long Drive",ADAS|Sunroof|Airbags|Bose Audio,1497,5,2025,hyundai_verna_2025.jpg
43,Maruti Suzuki Ertiga 2023,Maruti Suzuki,1219440.72,19.02,Diesel,Manual,7,SUV,4.8,"Family,Long Drive",ABS|Airbags|Touchscreen|Rear AC,1462,4,2023,maruti_suzuki_maruti_ertiga.jpg
48,Tata Altroz 2025,Tata,757728.49,21.84,Diesel,Manual,5,Hatchback,4.6,"City,Family",ABS|Airbags|Harman Audio|AC,1497,5,2025,tata_altroz_2025.jpg
14,Kia Sonet,Kia,701375.12,15.88,Diesel,Manual,5,SUV,4.5,"City,Family",UVO Connect|Ventilated Seats|Air Purifier|Bose Audio,1493,4,2023,kia_sonet_2025.jpg
53,MG ZS EV 2024,MG,2084575.93,422.66,CNG,Automatic,5,SUV,4.6,"City,Family",Fast Charging|Airbags|Connected Car|Sunroof,0,5,2024,mg_zs_ev_2024.jpg
76,Maruti Suzuki Baleno 2024,Maruti Suzuki,883966.6,21.07,Petrol,Manual,5,Hatchback,4.6,"City,Family",ABS|Airbags|Touchscreen|AC,1197,4,2024,maruti_suzuki_maruti_baleno.jpg
106,Hyundai i20 2022,Hyundai,836352.24,20.13,CNG,Manual,5,Hatchback,4.9,"City,Family",Sunroof|Airbags|Touchscreen|Cruise Control,1197,4,2022,hyundai_verna_2025.jpg
39,Tata Tiago EV 2023,Tata,993904.12,273.08,Petrol,Automatic,5,Hatchback,4.7,"City,Family",Fast Charging|Airbags|Touchscreen|Connected Car,0,4,2023,tata_tiago_ev_2025.jpg
103,Honda Amaze 2024,Honda,871110.45,20.23,Diesel,Automatic,5,Sedan,4.6,"City,Family",ABS|Airbags|Touchscreen|AC,1199,4,2024,honda_amaze_2024.jpg
26,Maruti Ertiga,Maruti Suzuki,822885.67,18.65,CNG,Automatic,7,MUV,4.4,"Family,Long Drive",7 Seater|Spacious|Fuel Efficient|Touchscreen,1462,4,2023,maruti_suzuki_maruti_ertiga.jpg
64,Mahindra Scorpio N 2022,Mahindra,1567247.12,13.53,Petrol,Manual,7,SUV,4.6,"Off-road,Family",4x4|Airbags|Touchscreen|Hill Descent,2198,5,2022,mahindra_scorpio_n_2025.jpg
92,Volkswagen Virtus 2022,Volkswagen,1326922.64,19.13,Diesel,Manual,5,Sedan,4.4,"City,Long Drive",Digital Cockpit|Airbags|Touchscreen|Cruise Control,1498,5,2022,volkswagen_virtus_2024.jpg
24,Mahindra XUV700,Mahindra,1230326.19,16.26,CNG,Automatic,7,SUV,4.7,"Family,Long Drive,Off-road",ADAS|Panoramic Sunroof|Sony Audio|AWD,2184,5,2023,mahindra_xuv700_2025.jpg
83,Maruti Suzuki Ertiga 2022,Maruti Suzuki,1041898.01,18.19,Diesel,Automatic,7,SUV,4.3,"Family,Long Drive",ABS|Airbags|Touchscreen|Rear AC,1462,4,2022,maruti_suzuki_maruti_ertiga.jpg
79,Mahindra XUV700 2024,Mahindra,1659635.06,15.84,CNG,Automatic,7,SUV,4.7,"Family,Long Drive",ADAS|Panoramic Sunroof|Airbags|Cruise Control,2198,5,2024,mahindra_xuv700_2025.jpg
25,Honda Elevate,Honda,1095384.64,17.66,Diesel,Manual,5,SUV,4.5,"Family,City",Lane Keep Assist|ADAS|Wireless Charging|Sunroof,1498,5,2023,honda_elevate.jpg
51,Honda Amaze 2022,Honda,962009.83,16.37,CNG,Automatic,5,Sedan,4.6,"City,Family",ABS|Airbags|Touchscreen|AC,1199,4,2022,honda_amaze_2024.jpg
9,Hyundai Venue,Hyundai,935604.5,17.67,CNG,Automatic,5,SUV,4.3,"City,Family",BlueLink|Touchscreen|Rear Camera|Wireless Charging,998,4,2023,hyundai_venue_2025.jpg
75,Honda Amaze 2023,Honda,824246.34,19.13,Petrol,Automatic,5,Sedan,4.8,"City,Family",ABS|Airbags|Touchscreen|AC,1199,4,2023,honda_amaze_2024.jpg
97,Maruti Suzuki Dzire 2023,Maruti Suzuki,701436.27,20.19,Petrol,Manual,5,Sedan,4.3,"City,Family",ABS|Airbags|Touchscreen|AC,1197,4,2023,maruti_suzuki_dzire_2025.jpg
60,Volkswagen Virtus 2024,Volkswagen,1100852.84,19.2,Diesel,Manual,5,Sedan,4.9,"City,Long Drive",Digital Cockpit|Airbags|Touchscreen|Cruise Control,1498,5,2024,volkswagen_virtus_2024.jpg
74,Tata Harrier 2025,Tata,2104451.0,15.24,CNG,Automatic,5,SUV,4.7,"Family,Long Drive",Panoramic Sunroof|Airbags|Cruise Control|JBL Audio,1956,5,2025,tata_harrier_2025.jpg
99,Hyundai Verna 2025,Hyundai,1217340.47,16.33,Diesel,Manual,5,Sedan,4.8,"City,Long Drive",ADAS|Sunroof|Airbags|Bose Audio,1497,5,2025,hyundai_verna_2025.jpg
49,MG Hector 2025,MG,1901265.04,17.2,Petrol,Automatic,5,SUV,4.8,"Family,Long Drive",Panoramic Sunroof|Airbags|Connected Car|ADAS,1451,5,2025,mg_hector_2025.jpg
47,Tata Tiago EV 2025,Tata,1043432.1,296.24,Petrol,Manual,5,Hatchback,4.3,"City,Family",Fast Charging|Airbags|Touchscreen|Connected Car,0,4,2025,tata_tiago_ev_2025.jpg
73,MG Hector 2024,MG,2123386.23,12.88,Diesel,Manual,5,SUV,4.3,"Family,Long Drive",Panoramic Sunroof|Airbags|Connected Car|ADAS,1451,5,2024,mg_hector_2025.jpg
89,Mahindra XUV700 2022,Mahindra,1811462.44,16.87,Petrol,Automatic,7,SUV,4.4,"Family,Long Drive",ADAS|Panoramic Sunroof|Airbags|Cruise Control,2198,5,2022,mahindra_xuv700_2025.jpg
90,Volkswagen Virtus 2024,Volkswagen,1386283.66,17.25,Petrol,Automatic,5,Sedan,4.8,"City,Long Drive",Digital Cockpit|Airbags|Touchscreen|Cruise Control,1498,5,2024,volkswagen_virtus_2024.jpg
55,Skoda Slavia 2024,Skoda,1388866.41,20.66,Diesel,Automatic,5,Sedan,4.4,"City,Long Drive",Sunroof|Airbags|Touchscreen|Cruise Control,1498,5,2024,skoda_slavia_2024.jpg
67,Kia Seltos 2023,Kia,1577096.92,19.29,Diesel,Automatic,5,SUV,4.5,"Family,Long Drive",Sunroof|Cruise Control|Airbags|ADAS,1497,5,2023,kia_seltos_2024.jpg
46,Kia Seltos 2023,Kia,1302478.74,15.95,CNG,Manual,5,SUV,4.7,"Family,Long Drive",Sunroof|Cruise Control|Airbags|ADAS,1497,5,2023,kia_seltos_2024.jpg
56,Maruti Suzuki Dzire 2022,Maruti Suzuki,700154.26,23.36,Petrol,Automatic,5,Sedan,4.7,"City,Family",ABS|Airbags|Touchscreen|AC,1197,4,2022,maruti_suzuki_dzire_2025.jpg
44,Honda Amaze 2023,Honda,797098.63,18.63,Diesel,Automatic,5,Sedan,4.3,"City,Family",ABS|Airbags|Touchscreen|AC,1199,4,2023,honda_amaze_2024.jpg
81,Kia Sonet 2024,Kia,945614.78,19.83,Petrol,Automatic,5,SUV,4.6,"City,Long Drive",Ventilated Seats|Airbags|Touchscreen|Bose Audio,1493,5,2024,kia_sonet_2025.jpg
17,Volkswagen Virtus,Volkswagen,1118738.16,16.69,Petrol,Manual,5,Sedan,4.6,"City,Long Drive",Ventilated Seats|Digital Cockpit|Wireless Charging,1498,5,2023,volkswagen_virtus_2024.jpg
88,Tata Altroz 2025,Tata,881730.77,20.1,Diesel,Automatic,5,Hatchback,4.3,"City,Family",ABS|Airbags|Harman Audio|AC,1497,5,2025,tata_altroz_2025.jpg
21,Jeep Compass,Jeep,2222851.61,13.35,Diesel,Manual,5,SUV,4.7,"Off-road,Long Drive",4x4|Panoramic Sunroof|Uconnect|Dual-zone Climate,1956,5,2023,jeep_compass.jpg
32,Tata Altroz 2022,Tata,955089.86,19.27,Petrol,Manual,5,Hatchback,4.6,"City,Family",ABS|Airbags|Harman Audio|AC,1497,5,2022,tata_altroz_2025.jpg
15,Toyota Glanza,Toyota,632078.69,20.69,Petrol,Manual,5,Hatchback,4.3,"City,Family",Heads-up Display|Ambient Lighting|Smart Infotainment,1197,4,2023,toyota_glanza.jpg
22,Hyundai i20,Hyundai,797640.55,18.21,CNG,Manual,5,Hatchback,4.4,"City,Family",BlueLink|Sunroof|Wireless Charging|Digital Cluster,998,4,2023,hyundai_i20.jpg
84,Hyundai i20 2022,Hyundai,1090858.04,19.77,CNG,Manual,5,Hatchback,4.6,"City,Family",Sunroof|Airbags|Touchscreen|Cruise Control,1197,4,2022,hyundai_verna_2025.jpg
7,Toyota Fortuner,Toyota,3688242.5,14.3,Petrol,Automatic,7,SUV,4.9,"Family,Long Drive,Off-road",4WD|Leather Seats|Premium Audio|Adaptive Cruise,2755,5,2023,toyota_fortuner.jpg
69,Maruti Suzuki Ertiga 2022,Maruti Suzuki,1287307.31,17.29,Diesel,Automatic,7,SUV,4.5,"Family,Long Drive",ABS|Airbags|Touchscreen|Rear AC,1462,4,2022,maruti_suzuki_maruti_ertiga.jpg
78,Mahindra Scorpio N 2025,Mahindra,1819134.95,13.56,CNG,Manual,7,SUV,4.4,"Off-road,Family",4x4|Airbags|Touchscreen|Hill Descent,2198,5,2025,mahindra_scorpio_n_2025.jpg
87,Tata Altroz 2022,Tata,852096.1,22.15,CNG,Manual,5,Hatchback,4.5,"City,Family",ABS|Airbags|Harman Audio|AC,1497,5,2022,tata_altroz_2025.jpg
90,Volkswagen Virtus 2024,Volkswagen,1408800.61,18.93,Petrol,Manual,5,Sedan,4.8,"City,Long Drive",Digital Cockpit|Airbags|Touchscreen|Cruise Control,1498,5,2024,volkswagen_virtus_2024.jpg
105,Skoda Slavia 2024,Skoda,1310841.29,17.83,CNG,Manual,5,Sedan,4.8,"City,Long Drive",Sunroof|Airbags|Touchscreen|Cruise Control,1498,5,2024,skoda_slavia_2024.jpg
14,Kia Sonet,Kia,815060.5,19.73,Petrol,Automatic,5,SUV,4.5,"City,Family",UVO Connect|Ventilated Seats|Air Purifier|Bose Audio,1493,4,2023,kia_sonet_2025.jpg
7,Toyota Fortuner,Toyota,3290396.58,13.75,CNG,Manual,7,SUV,4.9,"Family,Long Drive,Off-road",4WD|Leather Seats|Premium Audio|Adaptive Cruise,2755,5,2023,toyota_fortuner.jpg
6,Kia Seltos,Kia,1102337.01,17.32,Diesel,Manual,5,SUV,4.5,"City,Family",UVO Connect|Air Purifier|Wireless Charger|360 Camera,1497,5,2023,kia_seltos_2024.jpg
45,Hyundai i20 2023,Hyundai,1048470.24,18.36,CNG,Manual,5,Hatchback,4.5,"City,Family",Sunroof|Airbags|Touchscreen|Cruise Control,1197,4,2023,hyundai_verna_2025.jpg
30,Kia Carens,Kia,1032749.47,17.71,CNG,Manual,7,MUV,4.6,"Family,Long Drive",6/7 Seater|Ventilated Seats|UVO Connect|Sunroof,1497,5,2023,kia_carens.jpg
13,Mahindra Scorpio N,Mahindra,1240555.97,13.47,Petrol,Automatic,7,SUV,4.6,"Family,Off-road",4WD|Hill Hold|Cruise Control|Sunroof,2184,4,2023,mahindra_scorpio_n_2025.jpg
47,Tata Tiago EV 2025,Tata,987602.79,301.08,Diesel,Manual,5,Hatchback,4.3,"City,Family",Fast Charging|Airbags|Touchscreen|Connected Car,0,4,2025,tata_tiago_ev_2025.jpg
51,Honda Amaze 2022,Honda,1105130.72,17.76,Petrol,Automatic,5,Sedan,4.6,"City,Family",ABS|Airbags|Touchscreen|AC,1199,4,2022,honda_amaze_2024.jpg
84,Hyundai i20 2022,Hyundai,998815.57,21.19,Diesel,Automatic,5,Hatchback,4.6,"City,Family",Sunroof|Airbags|Touchscreen|Cruise Control,1197,4,2022,hyundai_verna_2025.jpg
12,Maruti Baleno,Maruti Suzuki,705164.61,24.06,Petrol,Automatic,5,Hatchback,4.4,"City,Family",Smartplay Studio|Head-up Display|Premium Interior,1197,4,2023,maruti_suzuki_maruti_baleno.jpg
3,Tata Nexon EV,Tata,1510525.6,316.84,CNG,Automatic,5,SUV,4.6,"City,Family",Regenerative Braking|Fast Charging|Connected Car|iRA AI,0,5,2023,tata_nexon_ev.jpg
8,Maruti Altok10,Maruti Suzuki,399687.11,22.13,Diesel,Automatic,5,Hatchback,4.2,City,Compact Design|Fuel Efficient|Easy Parking,796,3,2023,maruti_suzuki_maruti_altok10.jpg
49,MG Hector 2025,MG,1615361.91,14.82,Diesel,Automatic,5,SUV,4.8,"Family,Long Drive",Panoramic Sunroof|Airbags|Connected Car|ADAS,1451,5,2025,mg_hector_2025.jpg
60,Volkswagen Virtus 2024,Volkswagen,1224283.13,19.0,Petrol,Manual,5,Sedan,4.9,"City,Long Drive",Digital Cockpit|Airbags|Touchscreen|Cruise Control,1498,5,2024,volkswagen_virtus_2024.jpg
42,Mahindra XUV700 2023,Mahindra,1686114.01,14.42,Petrol,Manual,7,SUV,4.2,"Family,Long Drive",ADAS|Panoramic Sunroof|Airbags|Cruise Control,2198,5,2023,mahindra_xuv700_2025.jpg
62,Mahindra XUV700 2025,Mahindra,1758924.69,15.64,CNG,Automatic,7,SUV,4.8,"Family,Long Drive",ADAS|Panoramic Sunroof|Airbags|Cruise Control,2198,5,2025,mahindra_xuv700_2025.jpg
55,Skoda Slavia 2024,Skoda,1089064.39,18.93,Petrol,Manual,5,Sedan,4.4,"City,Long Drive",Sunroof|Airbags|Touchscreen|Cruise Control,1498,5,2024,skoda_slavia_2024.jpg
32,Tata Altroz 2022,Tata,932640.35,21.76,CNG,Automatic,5,Hatchback,4.6,"City,Family",ABS|Airbags|Harman Audio|AC,1497,5,2022,tata_altroz_2025.jpg
72,Tata Safari 2023,Tata,1986318.09,15.95,CNG,Automatic,7,SUV,4.4,"Family,Long Drive",Panoramic Sunroof|Airbags|Cruise Control|JBL Audio,1956,5,2023,tata_safari_2023.jpg
97,Maruti Suzuki Dzire 2023,Maruti Suzuki,843949.99,24.37,Diesel,Automatic,5,Sedan,4.3,"City,Family",ABS|Airbags|Touchscreen|AC,1197,4,2023,maruti_suzuki_dzire_2025.jpg
11,Honda Amaze,Honda,843426.11,18.79,Diesel,Automatic,5,Sedan,4.3,"City,Family",CVT Option|Spacious Boot|Touchscreen|Reverse Camera,1199,4,2023,honda_amaze_2024.jpg
94,Hyundai i20 2022,Hyundai,906744.59,18.39,CNG,Automatic,5,Hatchback,4.7,"City,Family",Sunroof|Airbags|Touchscreen|Cruise Control,1197,4,2022,hyundai_verna_2025.jpg
95,Maruti Suzuki Baleno 2024,Maruti Suzuki,958209.09,21.78,Petrol,Automatic,5,Hatchback,4.5,"City,Family",ABS|Airbags|Touchscreen|AC,1197,4,2024,maruti_suzuki_maruti_baleno.jpg
19,Renault Kiger,Renault,604210.31,16.86,CNG,Automatic,5,SUV,4.2,"City,Family",Wireless Android Auto|LED DRLs|8-inch Touchscreen,999,4,2023,renault_kiger.jpg
99,Hyundai Verna 2025,Hyundai,1544905.97,19.14,Petrol,Manual,5,Sedan,4.8,"City,Long Drive",ADAS|Sunroof|Airbags|Bose Audio,1497,5,2025,hyundai_verna_2025.jpg
34,Kia Seltos 2023,Kia,1169294.31,16.3,Petrol,Automatic,5,SUV,4.5,"Family,Long Drive",Sunroof|Cruise Control|Airbags|ADAS,1497,5,2023,kia_seltos_2024.jpg
81,Kia Sonet 2024,Kia,986563.53,17.35,CNG,Automatic,5,SUV,4.6,"City,Long Drive",Ventilated Seats|Airbags|Touchscreen|Bose Audio,1493,5,2024,kia_sonet_2025.jpg
79,Mahindra XUV700 2024,Mahindra,1880182.38,17.72,Diesel,Manual,7,SUV,4.7,"Family,Long Drive",ADAS|Panoramic Sunroof|Airbags|Cruise Control,2198,5,2024,mahindra_xuv700_2025.jpg
41,Maruti Suzuki Baleno 2024,Maruti Suzuki,1037710.14,21.81,Diesel,Manual,5,Hatchback,4.9,"City,Family",ABS|Airbags|Touchscreen|AC,1197,4,2024,maruti_suzuki_maruti_baleno.jpg
28,Maruti Brezza,Maruti Suzuki,922482.33,20.35,Diesel,Automatic,5,SUV,4.5,"City,Family",Head-up Display|360 Camera|Sunroof|Connected Car,1462,4,2023,maruti_suzuki_maruti_brezza.jpg
44,Honda Amaze 2023,Honda,968406.85,18.48,CNG,Automatic,5,Sedan,4.3,"City,Family",ABS|Airbags|Touchscreen|AC,1199,4,2023,honda_amaze_2024.jpg
104,Kia Sonet 2025,Kia,1197393.71,16.0,Diesel,Manual,5,SUV,4.7,"City,Long Drive",Ventilated Seats|Airbags|Touchscreen|Bose Audio,1493,5,2025,kia_sonet_2025.jpg
20,Nissan Magnite,Nissan,605620.31,19.04,Petrol,Automatic,5,SUV,4.3,"City,Family",360 Camera|Wireless Charger|JBL Audio|Air Purifier,999,4,2023,nissan_magnite.jpg
85,Tata Tiago EV 2025,Tata,1050896.31,276.85,CNG,Automatic,5,Hatchback,4.8,"City,Family",Fast Charging|Airbags|Touchscreen|Connected Car,0,4,2025,tata_tiago_ev_2025.jpg
56,Maruti Suzuki Dzire 2022,Maruti Suzuki,720872.5,20.19,Petrol,Manual,5,Sedan,4.7,"City,Family",ABS|Airbags|Touchscreen|AC,1197,4,2022,maruti_suzuki_dzire_2025.jpg
110,Tata Tiago EV 2023,Tata,955806.17,276.32,Petrol,Automatic,5,Hatchback,4.8,"City,Family",Fast Charging|Airbags|Touchscreen|Connected Car,0,4,2023,tata_tiago_ev_2025.jpg
98,MG Hector 2024,MG,2048063.53,15.5,CNG,Manual,5,SUV,4.4,"Family,Long Drive",Panoramic Sunroof|Airbags|Connected Car|ADAS,1451,5,2024,mg_hector_2025.jpg
76,Maruti Suzuki Baleno 2024,Maruti Suzuki,981931.34,23.93,Petrol,Manual,5,Hatchback,4.6,"City,Family",ABS|Airbags|Touchscreen|AC,1197,4,2024,maruti_suzuki_maruti_baleno.jpg
59,Hyundai Verna 2025,Hyundai,1423056.77,17.66,Diesel,Automatic,5,Sedan,4.9,"City,Long Drive",ADAS|Sunroof|Airbags|Bose Audio,1497,5,2025,hyundai_verna_2025.jpg
22,Hyundai i20,Hyundai,877695.66,19.92,Diesel,Automatic,5,Hatchback,4.4,"City,Family",BlueLink|Sunroof|Wireless Charging|Digital Cluster,998,4,2023,hyundai_i20.jpg
103,Honda Amaze 2024,Honda,1057957.23,20.95,Diesel,Manual,5,Sedan,4.6,"City,Family",ABS|Airbags|Touchscreen|AC,1199,4,2024,honda_amaze_2024.jpg
68,Kia Sonet 2025,Kia,1168071.38,19.25,CNG,Automatic,5,SUV,4.8,"City,Long Drive",Ventilated Seats|Airbags|Touchscreen|Bose Audio,1493,5,2025,kia_sonet_2025.jpg
2,Hyundai Creta,Hyundai,1179041.91,15.8,Diesel,Manual,5,SUV,4.7,"Family,Long Drive",Sunroof|Cruise Control|Touchscreen|Climate Control,1493,5,2023,hyundai_creta.jpg
80,MG Hector 2024,MG,1998111.54,15.46,Petrol,Automatic,5,SUV,4.4,"Family,Long Drive",Panoramic Sunroof|Airbags|Connected Car|ADAS,1451,5,2024,mg_hector_2025.jpg
54,Maruti Suzuki Dzire 2025,Maruti Suzuki,841817.16,23.61,Petrol,Automatic,5,Sedan,4.4,"City,Family",ABS|Airbags|Touchscreen|AC,1197,4,2025,maruti_suzuki_dzire_2025.jpg
36,Tata Harrier 2022,Tata,2088441.96,15.76,Petrol,Automatic,5,SUV,4.6,"Family,Long Drive",Panoramic Sunroof|Airbags|Cruise Control|JBL Audio,1956,5,2022,tata_harrier_2025.jpg
53,MG ZS EV 2024,MG,2223367.54,378.79,Petrol,Manual,5,SUV,4.6,"City,Family",Fast Charging|Airbags|Connected Car|Sunroof,0,5,2024,mg_zs_ev_2024.jpg
100,Mahindra Scorpio N 2024,Mahindra,1692911.73,15.58,Diesel,Manual,7,SUV,4.3,"Off-road,Family",4x4|Airbags|Touchscreen|Hill Descent,2198,5,2024,mahindra_scorpio_n_2025.jpg
66,MG Hector 2025,MG,1634834.75,16.5,Diesel,Manual,5,SUV,4.8,"Family,Long Drive",Panoramic Sunroof|Airbags|Connected Car|ADAS,1451,5,2025,mg_hector_2025.jpg
37,Tata Harrier 2024,Tata,1789374.35,17.3,CNG,Automatic,5,SUV,4.6,"Family,Long Drive",Panoramic Sunroof|Airbags|Cruise Control|JBL Audio,1956,5,2024,tata_harrier_2025.jpg
25,Honda Elevate,Honda,1123407.29,16.49,Diesel,Automatic,5,SUV,4.5,"Family,City",Lane Keep Assist|ADAS|Wireless Charging|Sunroof,1498,5,2023,honda_elevate.jpg
87,Tata Altroz 2022,Tata,717757.26,24.66,Petrol,Manual,5,Hatchback,4.5,"City,Family",ABS|Airbags|Harman Audio|AC,1497,5,2022,tata_altroz_2025.jpg
54,Maruti Suzuki Dzire 2025,Maruti Suzuki,863454.56,21.39,Petrol,Automatic,5,Sedan,4.4,"City,Family",ABS|Airbags|Touchscreen|AC,1197,4,2025,maruti_suzuki_dzire_2025.jpg
58,Kia Seltos 2024,Kia,1235534.81,16.38,CNG,Manual,5,SUV,4.2,"Family,Long Drive",Sunroof|Cruise Control|Airbags|ADAS,1497,5,2024,kia_seltos_2024.jpg
47,Tata Tiago EV 2025,Tata,1015138.95,333.25,Petrol,Automatic,5,Hatchback,4.3,"City,Family",Fast Charging|Airbags|Touchscreen|Connected Car,0,4,2025,tata_tiago_ev_2025.jpg
89,Mahindra XUV700 2022,Mahindra,1708126.75,16.74,Petrol,Manual,7,SUV,4.4,"Family,Long Drive",ADAS|Panoramic Sunroof|Airbags|Cruise Control,2198,5,2022,mahindra_xuv700_2025.jpg
15,Toyota Glanza,Toyota,735740.88,23.09,Petrol,Automatic,5,Hatchback,4.3,"City,Family",Heads-up Display|Ambient Lighting|Smart Infotainment,1197,4,2023,toyota_glanza.jpg
90,Volkswagen Virtus 2024,Volkswagen,1315094.81,18.7,Petrol,Manual,5,Sedan,4.8,"City,Long Drive",Digital Cockpit|Airbags|Touchscreen|Cruise Control,1498,5,2024,volkswagen_virtus_2024.jpg
28,Maruti Brezza,Maruti Suzuki,931698.4,19.3,CNG,Manual,5,SUV,4.5,"City,Family",Head-up Display|360 Camera|Sunroof|Connected Car,1462,4,2023,maruti_suzuki_maruti_brezza.jpg
7,Toyota Fortuner,Toyota,3024397.03,15.25,Petrol,Automatic,7,SUV,4.9,"Family,Long Drive,Off-road",4WD|Leather Seats|Premium Audio|Adaptive Cruise,2755,5,2023,toyota_fortuner.jpg
79,Mahindra XUV700 2024,Mahindra,1641129.37,17.57,CNG,Manual,7,SUV,4.7,"Family,Long Drive",ADAS|Panoramic Sunroof|Airbags|Cruise Control,2198,5,2024,mahindra_xuv700_2025.jpg
84,Hyundai i20 2022,Hyundai,971699.07,17.9,Diesel,Manual,5,Hatchback,4.6,"City,Family",Sunroof|Airbags|Touchscreen|Cruise Control,1197,4,2022,hyundai_verna_2025.jpg
107,Volkswagen Virtus 2023,Volkswagen,1233370.85,19.05,Diesel,Manual,5,Sedan,4.8,"City,Long Drive",Digital Cockpit|Airbags|Touchscreen|Cruise Control,1498,5,2023,volkswagen_virtus_2024.jpg
103,Honda Amaze 2024,Honda,1028984.68,16.94,CNG,Automatic,5,Sedan,4.6,"City,Family",ABS|Airbags|Touchscreen|AC,1199,4,2024,honda_amaze_2024.jpg
30,Kia Carens,Kia,1150671.87,14.26,CNG,Automatic,7,MUV,4.6,"Family,Long Drive",6/7 Seater|Ventilated Seats|UVO Connect|Sunroof,1497,5,2023,kia_carens.jpg
4,Honda City,Honda,1406538.27,15.91,CNG,Manual,5,Sedan,4.4,"City,Long Drive",Lane Watch|Cruise Control|Sunroof|Alexa Integration,1498,4,2023,honda_city.jpg
69,Maruti Suzuki Ertiga 2022,Maruti Suzuki,1268662.4,20.25,Petrol,Manual,7,SUV,4.5,"Family,Long Drive",ABS|Airbags|Touchscreen|Rear AC,1462,4,2022,maruti_suzuki_maruti_ertiga.jpg
59,Hyundai Verna 2025,Hyundai,1741088.95,18.75,Diesel,Manual,5,Sedan,4.9,"City,Long Drive",ADAS|Sunroof|Airbags|Bose Audio,1497,5,2025,hyundai_verna_2025.jpg
38,MG ZS EV 2024,MG,2681838.97,388.3,Petrol,Automatic,5,SUV,4.6,"City,Family",Fast Charging|Airbags|Connected Car|Sunroof,0,5,2024,mg_zs_ev_2024.jpg
50,Maruti Suzuki Baleno 2022,Maruti Suzuki,983250.29,23.76,Diesel,Manual,5,Hatchback,4.2,"City,Family",ABS|Airbags|Touchscreen|AC,1197,4,2022,maruti_suzuki_maruti_baleno.jpg
74,Tata Harrier 2025,Tata,1906333.61,14.96,Petrol,Automatic,5,SUV,4.7,"Family,Long Drive",Panoramic Sunroof|Airbags|Cruise Control|JBL Audio,1956,5,2025,tata_harrier_2025.jpg
9,Hyundai Venue,Hyundai,809195.02,19.96,Diesel,Manual,5,SUV,4.3,"City,Family",BlueLink|Touchscreen|Rear Camera|Wireless Charging,998,4,2023,hyundai_venue_2025.jpg
96,MG ZS EV 2024,MG,2528070.26,425.94,Diesel,Manual,5,SUV,4.6,"City,Family",Fast Charging|Airbags|Connected Car|Sunroof,0,5,2024,mg_zs_ev_2024.jpg
75,Honda Amaze 2023,Honda,979733.03,17.56,Diesel,Manual,5,Sedan,4.8,"City,Family",ABS|Airbags|Touchscreen|AC,1199,4,2023,honda_amaze_2024.jpg
64,Mahindra Scorpio N 2022,Mahindra,1771246.73,16.07,Diesel,Automatic,7,SUV,4.6,"Off-road,Family",4x4|Airbags|Touchscreen|Hill Descent,2198,5,2022,mahindra_scorpio_n_2025.jpg
49,MG Hector 2025,MG,1662277.29,15.15,Petrol,Manual,5,SUV,4.8,"Family,Long Drive",Panoramic Sunroof|Airbags|Connected Car|ADAS,1451,5,2025,mg_hector_2025.jpg
34,Kia Seltos 2023,Kia,1169253.57,16.57,Petrol,Automatic,5,SUV,4.5,"Family,Long Drive",Sunroof|Cruise Control|Airbags|ADAS,1497,5,2023,kia_seltos_2024.jpg
5,Mahindra Thar,Mahindra,1591225.21,15.95,CNG,Manual,4,SUV,4.8,"Off-road,Long Drive",4x4|Convertible Top|Off-road Tyres|Hill Assist,2184,4,2023,mahindra_thar.jpg
91,Mahindra Scorpio N 2024,Mahindra,1593247.07,15.52,CNG,Manual,7,SUV,4.5,"Off-road,Family",4x4|Airbags|Touchscreen|Hill Descent,2198,5,2024,mahindra_scorpio_n_2025.jpg
80,MG Hector 2024,MG,1805452.26,16.31,Diesel,Manual,5,SUV,4.4,"Family,Long Drive",Panoramic Sunroof|Airbags|Connected Car|ADAS,1451,5,2024,mg_hector_2025.jpg
83,Maruti Suzuki Ertiga 2022,Maruti Suzuki,1274643.03,19.6,Diesel,Automatic,7,SUV,4.3,"Family,Long Drive",ABS|Airbags|Touchscreen|Rear AC,1462,4,2022,maruti_suzuki_maruti_ertiga.jpg
40,Hyundai Venue 2025,Hyundai,1001626.37,19.14,CNG,Manual,5,SUV,4.6,"City,Family",Sunroof|Cruise Control|Airbags|Connected Car,998,4,2025,hyundai_venue_2025.jpg
42,Mahindra XUV700 2023,Mahindra,1654711.99,15.23,Petrol,Automatic,7,SUV,4.2,"Family,Long Drive",ADAS|Panoramic Sunroof|Airbags|Cruise Control,2198,5,2023,mahindra_xuv700_2025.jpg
