id,make,model,year,price,body_type,fuel_type,transmission,engine_size,horsepower,seating_capacity,fuel_economy,safety_rating,features,description
219,Tesla,Model S,2020,60858,Sedan,Electric,Automatic,0.0,484,5,98,5,"Cruise Control, Navigation System, Heated Seats, Blind Spot Monitor, Android Auto, Backup Camera",The 2020 Tesla Model S is a premium Sedan offering exceptional performance and modern features like Cruise Control and Navigation System.
220,Audi,A6,2022,70176,Hatchback,Diesel,Automatic,4.0,190,5,28,5,"Android Auto, Blind Spot Monitor, Leather Seats, Backup Camera, Navigation System, Cruise Control",The 2022 Audi A6 is a premium Hatchback offering exceptional performance and modern features like Android Auto and Blind Spot Monitor.
221,Chevrolet,Corvette,2023,80029,Coupe,Petrol,Automatic,3.9,135,4,44,3,"Navigation System, Android Auto, Heated Seats, Cruise Control, Backup Camera",The 2023 Chevrolet Corvette is a premium Coupe offering exceptional performance and modern features like Navigation System and Android Auto.
222,Honda,Civic,2024,35744,Hatchback,Hybrid,Automatic,2.4,292,5,40,4,"Android Auto, Sunroof, Cruise Control, Apple CarPlay",The 2024 Honda Civic is a premium Hatchback offering exceptional performance and modern features like Android Auto and Sunroof.
223,Mercedes-Benz,GLE,2020,70324,Luxury,Petrol,Automatic,1.3,182,5,41,4,"Android Auto, Sunroof, Apple CarPlay",The 2020 Mercedes-Benz GLE is a premium Luxury offering exceptional performance and modern features like Android Auto and Sunroof.
224,Hyundai,Tucson,2023,37742,SUV,Hybrid,Manual,4.4,450,7,25,5,"Leather Seats, Heated Seats, Backup Camera, Sunroof, Apple CarPlay, Bluetooth",The 2023 Hyundai Tucson is a premium SUV offering exceptional performance and modern features like Leather Seats and Heated Seats.
225,Tesla,Model S,2021,69348,Sedan,Electric,Automatic,0.0,757,5,124,4,"Blind Spot Monitor, Navigation System, Bluetooth, Heated Seats",The 2021 Tesla Model S is a premium Sedan offering exceptional performance and modern features like Blind Spot Monitor and Navigation System.
226,BMW,M3,2023,60776,Coupe,Hybrid,Automatic,2.9,193,4,44,5,"Android Auto, Blind Spot Monitor, Heated Seats, Sunroof, Cruise Control",The 2023 BMW M3 is a premium Coupe offering exceptional performance and modern features like Android Auto and Blind Spot Monitor.
227,Honda,Pilot,2024,30232,SUV,Electric,Automatic,0.0,263,5,107,5,"Android Auto, Blind Spot Monitor, Sunroof, Backup Camera, Navigation System",The 2024 Honda Pilot is a premium SUV offering exceptional performance and modern features like Android Auto and Blind Spot Monitor.
228,Kia,Sportage,2019,38288,Coupe,Petrol,Automatic,3.6,379,4,27,4,"Android Auto, Cruise Control, Apple CarPlay, Backup Camera",The 2019 Kia Sportage is a premium Coupe offering exceptional performance and modern features like Android Auto and Cruise Control.
229,Toyota,RAV4,2021,41590,SUV,Hybrid,Manual,4.9,250,7,32,3,"Android Auto, Blind Spot Monitor, Apple CarPlay, Cruise Control",The 2021 Toyota RAV4 is a premium SUV offering exceptional performance and modern features like Android Auto and Blind Spot Monitor.
230,Tesla,Model X,2023,62583,SUV,Electric,Automatic,0.0,589,7,96,3,"Backup Camera, Leather Seats, Heated Seats, Android Auto, Cruise Control",The 2023 Tesla Model X is a premium SUV offering exceptional performance and modern features like Backup Camera and Leather Seats.
231,Toyota,Camry,2023,28805,Coupe,Petrol,Automatic,4.9,552,2,29,4,"Sunroof, Heated Seats, Blind Spot Monitor",The 2023 Toyota Camry is a premium Coupe offering exceptional performance and modern features like Sunroof and Heated Seats.
232,Honda,Accord,2022,38070,Truck,Petrol,Manual,1.8,191,5,21,5,"Bluetooth, Cruise Control, Navigation System, Heated Seats",The 2022 Honda Accord is a premium Truck offering exceptional performance and modern features like Bluetooth and Cruise Control.
233,Tesla,Model 3,2020,61349,Sedan,Electric,Automatic,0.0,587,5,113,5,"Android Auto, Sunroof, Navigation System, Apple CarPlay, Backup Camera, Cruise Control",The 2020 Tesla Model 3 is a premium Sedan offering exceptional performance and modern features like Android Auto and Sunroof.
234,Mercedes-Benz,E-Class,2024,73906,Luxury,Petrol,Automatic,1.5,366,5,29,3,"Cruise Control, Backup Camera, Bluetooth, Heated Seats, Android Auto",The 2024 Mercedes-Benz E-Class is a premium Luxury offering exceptional performance and modern features like Cruise Control and Backup Camera.
235,Hyundai,Elantra,2020,34486,Truck,Hybrid,Manual,2.6,338,5,23,5,"Blind Spot Monitor, Navigation System, Leather Seats, Apple CarPlay, Android Auto, Sunroof",The 2020 Hyundai Elantra is a premium Truck offering exceptional performance and modern features like Blind Spot Monitor and Navigation System.
236,Audi,Q7,2021,64680,SUV,Petrol,Manual,4.6,348,5,32,3,"Android Auto, Leather Seats, Cruise Control, Bluetooth, Navigation System, Sunroof",The 2021 Audi Q7 is a premium SUV offering exceptional performance and modern features like Android Auto and Leather Seats.
237,Mercedes-Benz,GLE,2023,59949,Hatchback,Petrol,Automatic,4.3,525,5,25,5,"Sunroof, Apple CarPlay, Navigation System, Backup Camera, Bluetooth, Leather Seats",The 2023 Mercedes-Benz GLE is a premium Hatchback offering exceptional performance and modern features like Sunroof and Apple CarPlay.
238,Toyota,RAV4,2023,46758,SUV,Petrol,Manual,1.3,406,5,39,5,"Bluetooth, Cruise Control, Android Auto, Sunroof, Blind Spot Monitor",The 2023 Toyota RAV4 is a premium SUV offering exceptional performance and modern features like Bluetooth and Cruise Control.
239,Mercedes-Benz,GLE,2019,53968,Truck,Petrol,Automatic,4.7,228,3,22,5,"Heated Seats, Leather Seats, Cruise Control, Blind Spot Monitor",The 2019 Mercedes-Benz GLE is a premium Truck offering exceptional performance and modern features like Heated Seats and Leather Seats.
240,Mercedes-Benz,E-Class,2019,69741,Truck,Hybrid,Automatic,4.3,388,5,21,3,"Navigation System, Apple CarPlay, Blind Spot Monitor, Heated Seats, Leather Seats, Android Auto",The 2019 Mercedes-Benz E-Class is a premium Truck offering exceptional performance and modern features like Navigation System and Apple CarPlay.
241,Audi,Q7,2024,70896,SUV,Hybrid,Manual,5.0,163,5,21,3,"Navigation System, Leather Seats, Bluetooth, Apple CarPlay, Backup Camera, Heated Seats",The 2024 Audi Q7 is a premium SUV offering exceptional performance and modern features like Navigation System and Leather Seats.
242,Chevrolet,Tahoe,2021,84234,Sedan,Petrol,Automatic,4.5,543,5,42,4,"Blind Spot Monitor, Backup Camera, Android Auto, Bluetooth",The 2021 Chevrolet Tahoe is a premium Sedan offering exceptional performance and modern features like Blind Spot Monitor and Backup Camera.
243,Hyundai,Elantra,2023,48666,SUV,Diesel,Manual,2.2,392,7,43,4,"Sunroof, Android Auto, Blind Spot Monitor, Apple CarPlay, Backup Camera, Cruise Control",The 2023 Hyundai Elantra is a premium SUV offering exceptional performance and modern features like Sunroof and Android Auto.
244,Toyota,RAV4,2022,43489,SUV,Petrol,Automatic,3.3,347,7,33,5,"Navigation System, Bluetooth, Heated Seats, Leather Seats",The 2022 Toyota RAV4 is a premium SUV offering exceptional performance and modern features like Navigation System and Bluetooth.
245,Hyundai,Elantra,2022,38255,SUV,Hybrid,Automatic,1.6,519,7,43,5,"Backup Camera, Apple CarPlay, Navigation System, Sunroof",The 2022 Hyundai Elantra is a premium SUV offering exceptional performance and modern features like Backup Camera and Apple CarPlay.
246,Hyundai,Sonata,2021,33002,Truck,Petrol,Manual,4.2,282,5,24,5,"Cruise Control, Heated Seats, Navigation System, Android Auto",The 2021 Hyundai Sonata is a premium Truck offering exceptional performance and modern features like Cruise Control and Heated Seats.
247,Ford,Mustang,2023,38272,Coupe,Hybrid,Automatic,4.0,491,4,34,4,"Blind Spot Monitor, Cruise Control, Bluetooth, Heated Seats",The 2023 Ford Mustang is a premium Coupe offering exceptional performance and modern features like Blind Spot Monitor and Cruise Control.
248,Audi,Q7,2021,62948,SUV,Hybrid,Automatic,3.7,570,5,29,3,"Backup Camera, Android Auto, Blind Spot Monitor, Leather Seats, Heated Seats, Navigation System",The 2021 Audi Q7 is a premium SUV offering exceptional performance and modern features like Backup Camera and Android Auto.
249,Audi,e-tron,2021,51260,Coupe,Electric,Automatic,0.0,446,4,91,3,"Backup Camera, Heated Seats, Apple CarPlay, Sunroof, Android Auto, Blind Spot Monitor",The 2021 Audi e-tron is a premium Coupe offering exceptional performance and modern features like Backup Camera and Heated Seats.
250,Chevrolet,Silverado,2020,82484,Truck,Petrol,Automatic,3.8,558,5,15,3,"Bluetooth, Backup Camera, Apple CarPlay",The 2020 Chevrolet Silverado is a premium Truck offering exceptional performance and modern features like Bluetooth and Backup Camera.
251,Toyota,Camry,2024,33848,Coupe,Petrol,Automatic,4.4,485,4,27,3,"Blind Spot Monitor, Apple CarPlay, Android Auto, Leather Seats, Backup Camera",The 2024 Toyota Camry is a premium Coupe offering exceptional performance and modern features like Blind Spot Monitor and Apple CarPlay.
252,Chevrolet,Silverado,2019,82433,Truck,Hybrid,Automatic,2.1,178,5,18,3,"Leather Seats, Navigation System, Sunroof",The 2019 Chevrolet Silverado is a premium Truck offering exceptional performance and modern features like Leather Seats and Navigation System.
253,Ford,Escape,2022,34890,SUV,Hybrid,Manual,3.5,264,7,37,3,"Sunroof, Apple CarPlay, Cruise Control, Bluetooth, Blind Spot Monitor",The 2022 Ford Escape is a premium SUV offering exceptional performance and modern features like Sunroof and Apple CarPlay.
254,Tesla,Model 3,2020,66223,Sedan,Electric,Automatic,0.0,536,5,97,5,"Heated Seats, Sunroof, Blind Spot Monitor, Apple CarPlay, Cruise Control",The 2020 Tesla Model 3 is a premium Sedan offering exceptional performance and modern features like Heated Seats and Sunroof.
255,Kia,Sportage,2024,34673,Coupe,Petrol,Automatic,2.8,179,4,32,5,"Android Auto, Cruise Control, Sunroof",The 2024 Kia Sportage is a premium Coupe offering exceptional performance and modern features like Android Auto and Cruise Control.
256,Mercedes-Benz,E-Class,2020,67831,SUV,Petrol,Automatic,3.4,231,7,22,4,"Apple CarPlay, Leather Seats, Navigation System, Cruise Control, Heated Seats",The 2020 Mercedes-Benz E-Class is a premium SUV offering exceptional performance and modern features like Apple CarPlay and Leather Seats.
257,Mercedes-Benz,GLC,2024,67600,Luxury,Petrol,Automatic,2.9,122,5,28,5,"Backup Camera, Navigation System, Android Auto, Bluetooth",The 2024 Mercedes-Benz GLC is a premium Luxury offering exceptional performance and modern features like Backup Camera and Navigation System.
258,BMW,X5,2024,52971,SUV,Petrol,Automatic,2.9,193,7,44,4,"Apple CarPlay, Blind Spot Monitor, Leather Seats, Navigation System",The 2024 BMW X5 is a premium SUV offering exceptional performance and modern features like Apple CarPlay and Blind Spot Monitor.
259,Ford,Explorer,2021,43004,SUV,Hybrid,Manual,1.7,567,5,21,3,"Backup Camera, Android Auto, Navigation System, Blind Spot Monitor",The 2021 Ford Explorer is a premium SUV offering exceptional performance and modern features like Backup Camera and Android Auto.
260,Chevrolet,Silverado,2022,64586,Truck,Petrol,Automatic,4.9,249,5,22,5,"Leather Seats, Blind Spot Monitor, Heated Seats, Sunroof, Cruise Control",The 2022 Chevrolet Silverado is a premium Truck offering exceptional performance and modern features like Leather Seats and Blind Spot Monitor.
261,Toyota,Highlander,2023,30956,SUV,Petrol,Automatic,2.5,195,5,42,4,"Sunroof, Leather Seats, Apple CarPlay, Cruise Control",The 2023 Toyota Highlander is a premium SUV offering exceptional performance and modern features like Sunroof and Leather Seats.
262,Tesla,Model S,2023,71097,Sedan,Electric,Automatic,0.0,414,5,118,3,"Apple CarPlay, Cruise Control, Sunroof, Bluetooth",The 2023 Tesla Model S is a premium Sedan offering exceptional performance and modern features like Apple CarPlay and Cruise Control.
263,Audi,A6,2023,59021,Coupe,Petrol,Manual,4.6,539,4,38,5,"Navigation System, Cruise Control, Leather Seats, Blind Spot Monitor",The 2023 Audi A6 is a premium Coupe offering exceptional performance and modern features like Navigation System and Cruise Control.
264,BMW,X5,2024,65946,SUV,Petrol,Automatic,2.2,409,5,28,4,"Blind Spot Monitor, Navigation System, Android Auto, Sunroof, Apple CarPlay",The 2024 BMW X5 is a premium SUV offering exceptional performance and modern features like Blind Spot Monitor and Navigation System.
265,Ford,Mach-E,2020,45666,Luxury,Electric,Automatic,0.0,379,5,113,3,"Backup Camera, Leather Seats, Heated Seats, Android Auto, Apple CarPlay, Sunroof",The 2020 Ford Mach-E is a premium Luxury offering exceptional performance and modern features like Backup Camera and Leather Seats.
266,Audi,A6,2020,52654,Sedan,Hybrid,Manual,2.3,595,5,40,4,"Bluetooth, Sunroof, Navigation System, Heated Seats, Blind Spot Monitor",The 2020 Audi A6 is a premium Sedan offering exceptional performance and modern features like Bluetooth and Sunroof.
267,Ford,Escape,2021,27537,Hatchback,Petrol,Automatic,3.8,435,5,41,4,"Bluetooth, Cruise Control, Sunroof, Blind Spot Monitor, Backup Camera, Leather Seats",The 2021 Ford Escape is a premium Hatchback offering exceptional performance and modern features like Bluetooth and Cruise Control.
268,Hyundai,Elantra,2024,33745,Truck,Diesel,Automatic,1.7,361,5,16,4,"Cruise Control, Bluetooth, Navigation System",The 2024 Hyundai Elantra is a premium Truck offering exceptional performance and modern features like Cruise Control and Bluetooth.
269,Tesla,Model S,2022,71057,Sedan,Electric,Automatic,0.0,657,5,116,4,"Blind Spot Monitor, Cruise Control, Sunroof, Heated Seats, Apple CarPlay",The 2022 Tesla Model S is a premium Sedan offering exceptional performance and modern features like Blind Spot Monitor and Cruise Control.
270,Hyundai,Ioniq 5,2020,44053,Coupe,Electric,Automatic,0.0,377,2,95,3,"Blind Spot Monitor, Cruise Control, Leather Seats, Android Auto, Navigation System, Bluetooth",The 2020 Hyundai Ioniq 5 is a premium Coupe offering exceptional performance and modern features like Blind Spot Monitor and Cruise Control.
271,Ford,Mach-E,2021,34615,Hatchback,Electric,Automatic,0.0,701,5,129,5,"Blind Spot Monitor, Apple CarPlay, Leather Seats, Cruise Control",The 2021 Ford Mach-E is a premium Hatchback offering exceptional performance and modern features like Blind Spot Monitor and Apple CarPlay.
272,Toyota,Camry,2024,31638,Luxury,Diesel,Automatic,2.7,223,5,33,5,"Heated Seats, Android Auto, Leather Seats, Apple CarPlay, Backup Camera",The 2024 Toyota Camry is a premium Luxury offering exceptional performance and modern features like Heated Seats and Android Auto.
273,Audi,e-tron,2021,74275,Hatchback,Electric,Automatic,0.0,450,5,114,5,"Android Auto, Blind Spot Monitor, Bluetooth, Apple CarPlay",The 2021 Audi e-tron is a premium Hatchback offering exceptional performance and modern features like Android Auto and Blind Spot Monitor.
274,Audi,Q5,2023,64389,SUV,Hybrid,Manual,3.4,312,5,40,5,"Android Auto, Blind Spot Monitor, Cruise Control",The 2023 Audi Q5 is a premium SUV offering exceptional performance and modern features like Android Auto and Blind Spot Monitor.
275,Ford,Escape,2021,30594,Luxury,Diesel,Automatic,4.1,379,5,38,4,"Cruise Control, Apple CarPlay, Leather Seats, Sunroof, Navigation System",The 2021 Ford Escape is a premium Luxury offering exceptional performance and modern features like Cruise Control and Apple CarPlay.
276,Ford,Escape,2020,42241,Hatchback,Petrol,Automatic,3.3,139,5,43,5,"Navigation System, Sunroof, Apple CarPlay, Leather Seats, Android Auto, Heated Seats",The 2020 Ford Escape is a premium Hatchback offering exceptional performance and modern features like Navigation System and Sunroof.
277,Mercedes-Benz,E-Class,2021,69730,Coupe,Petrol,Automatic,3.5,184,2,27,5,"Blind Spot Monitor, Android Auto, Leather Seats, Sunroof, Backup Camera, Navigation System",The 2021 Mercedes-Benz E-Class is a premium Coupe offering exceptional performance and modern features like Blind Spot Monitor and Android Auto.
278,Ford,Mach-E,2023,45276,Sedan,Electric,Automatic,0.0,630,5,93,5,"Navigation System, Apple CarPlay, Blind Spot Monitor, Android Auto, Backup Camera, Cruise Control",The 2023 Ford Mach-E is a premium Sedan offering exceptional performance and modern features like Navigation System and Apple CarPlay.
279,Audi,A6,2022,67130,Sedan,Petrol,Automatic,2.5,283,5,33,4,"Leather Seats, Android Auto, Navigation System, Blind Spot Monitor, Backup Camera",The 2022 Audi A6 is a premium Sedan offering exceptional performance and modern features like Leather Seats and Android Auto.
280,Hyundai,Elantra,2021,39693,SUV,Diesel,Automatic,2.9,541,5,44,4,"Backup Camera, Cruise Control, Blind Spot Monitor, Navigation System, Apple CarPlay",The 2021 Hyundai Elantra is a premium SUV offering exceptional performance and modern features like Backup Camera and Cruise Control.
281,Honda,CR-V,2022,27560,SUV,Petrol,Automatic,1.3,251,5,23,3,"Sunroof, Heated Seats, Blind Spot Monitor, Backup Camera, Bluetooth",The 2022 Honda CR-V is a premium SUV offering exceptional performance and modern features like Sunroof and Heated Seats.
282,Kia,K5,2022,25507,Truck,Petrol,Automatic,2.8,379,5,24,5,"Sunroof, Apple CarPlay, Navigation System",The 2022 Kia K5 is a premium Truck offering exceptional performance and modern features like Sunroof and Apple CarPlay.
283,BMW,M3,2019,60622,Coupe,Hybrid,Automatic,2.7,163,4,41,5,"Cruise Control, Backup Camera, Android Auto",The 2019 BMW M3 is a premium Coupe offering exceptional performance and modern features like Cruise Control and Backup Camera.
284,Mercedes-Benz,GLC,2019,67653,Truck,Petrol,Automatic,3.4,236,5,21,3,"Blind Spot Monitor, Sunroof, Navigation System, Backup Camera, Android Auto, Apple CarPlay",The 2019 Mercedes-Benz GLC is a premium Truck offering exceptional performance and modern features like Blind Spot Monitor and Sunroof.
285,Chevrolet,Silverado,2022,75966,Truck,Petrol,Automatic,2.2,217,3,16,5,"Apple CarPlay, Leather Seats, Heated Seats, Backup Camera",The 2022 Chevrolet Silverado is a premium Truck offering exceptional performance and modern features like Apple CarPlay and Leather Seats.
286,Audi,Q7,2022,62466,SUV,Diesel,Automatic,1.9,535,7,24,4,"Apple CarPlay, Sunroof, Backup Camera",The 2022 Audi Q7 is a premium SUV offering exceptional performance and modern features like Apple CarPlay and Sunroof.
287,Chevrolet,Malibu,2023,40310,Hatchback,Petrol,Automatic,3.1,266,5,22,5,"Sunroof, Leather Seats, Heated Seats, Android Auto",The 2023 Chevrolet Malibu is a premium Hatchback offering exceptional performance and modern features like Sunroof and Leather Seats.
288,Ford,F-150,2022,31477,Truck,Petrol,Manual,4.2,345,5,15,3,"Navigation System, Cruise Control, Heated Seats, Backup Camera, Leather Seats, Bluetooth",The 2022 Ford F-150 is a premium Truck offering exceptional performance and modern features like Navigation System and Cruise Control.
289,Chevrolet,Silverado,2022,62936,Truck,Diesel,Automatic,1.4,309,5,16,5,"Bluetooth, Leather Seats, Heated Seats, Navigation System, Backup Camera, Sunroof",The 2022 Chevrolet Silverado is a premium Truck offering exceptional performance and modern features like Bluetooth and Leather Seats.
290,Kia,K5,2021,34095,Coupe,Electric,Automatic,0.0,736,4,94,3,"Backup Camera, Navigation System, Sunroof, Cruise Control, Blind Spot Monitor, Apple CarPlay",The 2021 Kia K5 is a premium Coupe offering exceptional performance and modern features like Backup Camera and Navigation System.
291,Honda,Civic,2021,46650,Hatchback,Petrol,Automatic,4.9,164,5,31,3,"Sunroof, Backup Camera, Navigation System",The 2021 Honda Civic is a premium Hatchback offering exceptional performance and modern features like Sunroof and Backup Camera.
292,Toyota,RAV4,2022,44322,SUV,Petrol,Automatic,4.8,218,5,22,4,"Navigation System, Apple CarPlay, Leather Seats",The 2022 Toyota RAV4 is a premium SUV offering exceptional performance and modern features like Navigation System and Apple CarPlay.
293,Audi,e-tron,2020,56040,Sedan,Electric,Automatic,0.0,313,5,112,4,"Blind Spot Monitor, Heated Seats, Backup Camera",The 2020 Audi e-tron is a premium Sedan offering exceptional performance and modern features like Blind Spot Monitor and Heated Seats.
294,Honda,CR-V,2021,42065,SUV,Petrol,Automatic,3.9,466,7,32,3,"Backup Camera, Leather Seats, Heated Seats, Cruise Control, Sunroof",The 2021 Honda CR-V is a premium SUV offering exceptional performance and modern features like Backup Camera and Leather Seats.
295,BMW,X5,2019,58219,SUV,Petrol,Automatic,1.2,253,7,25,4,"Backup Camera, Blind Spot Monitor, Heated Seats",The 2019 BMW X5 is a premium SUV offering exceptional performance and modern features like Backup Camera and Blind Spot Monitor.
296,Toyota,Highlander,2023,31487,Truck,Petrol,Automatic,2.2,552,3,16,3,"Navigation System, Blind Spot Monitor, Backup Camera, Heated Seats, Apple CarPlay, Sunroof",The 2023 Toyota Highlander is a premium Truck offering exceptional performance and modern features like Navigation System and Blind Spot Monitor.
297,Ford,F-150,2020,43255,Truck,Hybrid,Automatic,2.9,164,5,23,5,"Bluetooth, Cruise Control, Navigation System, Sunroof, Heated Seats",The 2020 Ford F-150 is a premium Truck offering exceptional performance and modern features like Bluetooth and Cruise Control.
298,Tesla,Model S,2019,60860,Sedan,Electric,Automatic,0.0,637,5,105,5,"Heated Seats, Sunroof, Leather Seats, Cruise Control, Blind Spot Monitor",The 2019 Tesla Model S is a premium Sedan offering exceptional performance and modern features like Heated Seats and Sunroof.
299,Honda,HR-V,2023,31915,SUV,Electric,Automatic,0.0,344,5,98,4,"Blind Spot Monitor, Bluetooth, Sunroof",The 2023 Honda HR-V is a premium SUV offering exceptional performance and modern features like Blind Spot Monitor and Bluetooth.
300,BMW,5 Series,2022,74648,Luxury,Petrol,Automatic,4.7,222,5,27,5,"Apple CarPlay, Heated Seats, Android Auto",The 2022 BMW 5 Series is a premium Luxury offering exceptional performance and modern features like Apple CarPlay and Heated Seats.
301,Honda,Civic,2023,36110,Luxury,Petrol,Automatic,2.4,201,5,30,4,"Sunroof, Apple CarPlay, Blind Spot Monitor, Leather Seats, Bluetooth, Backup Camera",The 2023 Honda Civic is a premium Luxury offering exceptional performance and modern features like Sunroof and Apple CarPlay.
302,Hyundai,Elantra,2022,45696,Luxury,Hybrid,Manual,1.9,477,5,23,5,"Apple CarPlay, Navigation System, Leather Seats, Backup Camera",The 2022 Hyundai Elantra is a premium Luxury offering exceptional performance and modern features like Apple CarPlay and Navigation System.
303,Tesla,Model S,2020,59488,Sedan,Electric,Automatic,0.0,256,5,123,3,"Backup Camera, Android Auto, Blind Spot Monitor, Cruise Control",The 2020 Tesla Model S is a premium Sedan offering exceptional performance and modern features like Backup Camera and Android Auto.
304,Hyundai,Tucson,2020,36646,SUV,Petrol,Automatic,4.2,285,5,38,4,"Sunroof, Leather Seats, Blind Spot Monitor, Backup Camera, Cruise Control, Android Auto",The 2020 Hyundai Tucson is a premium SUV offering exceptional performance and modern features like Sunroof and Leather Seats.
305,Mercedes-Benz,GLC,2019,53968,Truck,Electric,Automatic,0.0,284,3,21,5,"Apple CarPlay, Blind Spot Monitor, Leather Seats",The 2019 Mercedes-Benz GLC is a premium Truck offering exceptional performance and modern features like Apple CarPlay and Blind Spot Monitor.
306,Toyota,Corolla,2022,27212,Sedan,Petrol,Automatic,4.2,167,5,22,5,"Leather Seats, Sunroof, Android Auto, Blind Spot Monitor",The 2022 Toyota Corolla is a premium Sedan offering exceptional performance and modern features like Leather Seats and Sunroof.
307,Hyundai,Santa Fe,2020,34265,Coupe,Hybrid,Automatic,4.9,390,2,42,5,"Blind Spot Monitor, Cruise Control, Bluetooth, Sunroof, Backup Camera",The 2020 Hyundai Santa Fe is a premium Coupe offering exceptional performance and modern features like Blind Spot Monitor and Cruise Control.
308,Honda,Pilot,2024,40708,SUV,Petrol,Automatic,1.3,311,5,25,4,"Cruise Control, Bluetooth, Android Auto, Backup Camera, Apple CarPlay, Blind Spot Monitor",The 2024 Honda Pilot is a premium SUV offering exceptional performance and modern features like Cruise Control and Bluetooth.
309,Tesla,Model 3,2023,67429,Sedan,Electric,Automatic,0.0,555,5,106,4,"Heated Seats, Android Auto, Apple CarPlay, Cruise Control, Sunroof",The 2023 Tesla Model 3 is a premium Sedan offering exceptional performance and modern features like Heated Seats and Android Auto.
310,BMW,X5,2021,63799,SUV,Petrol,Manual,1.6,482,7,41,4,"Navigation System, Backup Camera, Blind Spot Monitor, Apple CarPlay",The 2021 BMW X5 is a premium SUV offering exceptional performance and modern features like Navigation System and Backup Camera.
311,Toyota,Camry,2022,36523,Truck,Petrol,Automatic,3.6,403,5,18,4,"Heated Seats, Cruise Control, Android Auto, Backup Camera",The 2022 Toyota Camry is a premium Truck offering exceptional performance and modern features like Heated Seats and Cruise Control.
312,Toyota,Prius,2021,41678,Truck,Petrol,Manual,4.5,405,3,17,5,"Cruise Control, Backup Camera, Navigation System, Sunroof, Blind Spot Monitor, Android Auto",The 2021 Toyota Prius is a premium Truck offering exceptional performance and modern features like Cruise Control and Backup Camera.
313,Tesla,Model Y,2021,51820,SUV,Electric,Automatic,0.0,770,5,95,5,"Backup Camera, Blind Spot Monitor, Navigation System, Leather Seats",The 2021 Tesla Model Y is a premium SUV offering exceptional performance and modern features like Backup Camera and Blind Spot Monitor.
314,Audi,Q7,2021,72813,SUV,Petrol,Manual,4.3,544,5,20,5,"Navigation System, Backup Camera, Apple CarPlay, Cruise Control",The 2021 Audi Q7 is a premium SUV offering exceptional performance and modern features like Navigation System and Backup Camera.
315,Mercedes-Benz,GLC,2021,64904,Luxury,Petrol,Automatic,1.4,460,5,25,3,"Heated Seats, Leather Seats, Android Auto",The 2021 Mercedes-Benz GLC is a premium Luxury offering exceptional performance and modern features like Heated Seats and Leather Seats.
316,Hyundai,Sonata,2022,37352,Luxury,Hybrid,Manual,4.3,142,5,26,3,"Bluetooth, Sunroof, Android Auto, Navigation System, Blind Spot Monitor",The 2022 Hyundai Sonata is a premium Luxury offering exceptional performance and modern features like Bluetooth and Sunroof.
317,Toyota,Prius,2022,26861,Coupe,Electric,Automatic,0.0,378,4,95,5,"Android Auto, Blind Spot Monitor, Backup Camera, Cruise Control",The 2022 Toyota Prius is a premium Coupe offering exceptional performance and modern features like Android Auto and Blind Spot Monitor.
318,Chevrolet,Silverado,2022,70860,Truck,Hybrid,Automatic,4.1,216,5,21,4,"Heated Seats, Apple CarPlay, Backup Camera",The 2022 Chevrolet Silverado is a premium Truck offering exceptional performance and modern features like Heated Seats and Apple CarPlay.
319,Audi,Q5,2020,72814,SUV,Hybrid,Automatic,2.5,389,7,25,5,"Cruise Control, Android Auto, Apple CarPlay, Sunroof",The 2020 Audi Q5 is a premium SUV offering exceptional performance and modern features like Cruise Control and Android Auto.
320,Ford,Mustang,2021,39271,Coupe,Diesel,Automatic,2.6,274,2,33,5,"Heated Seats, Apple CarPlay, Sunroof, Cruise Control",The 2021 Ford Mustang is a premium Coupe offering exceptional performance and modern features like Heated Seats and Apple CarPlay.
321,Mercedes-Benz,E-Class,2019,56858,SUV,Electric,Automatic,0.0,676,5,113,4,"Cruise Control, Bluetooth, Heated Seats, Backup Camera, Leather Seats, Android Auto",The 2019 Mercedes-Benz E-Class is a premium SUV offering exceptional performance and modern features like Cruise Control and Bluetooth.
322,Hyundai,Elantra,2022,40696,Sedan,Petrol,Manual,2.0,322,5,40,3,"Backup Camera, Cruise Control, Heated Seats, Blind Spot Monitor",The 2022 Hyundai Elantra is a premium Sedan offering exceptional performance and modern features like Backup Camera and Cruise Control.
323,Honda,Civic,2019,28085,Sedan,Petrol,Automatic,3.1,495,5,43,5,"Apple CarPlay, Blind Spot Monitor, Sunroof, Heated Seats, Backup Camera",The 2019 Honda Civic is a premium Sedan offering exceptional performance and modern features like Apple CarPlay and Blind Spot Monitor.
324,Chevrolet,Malibu,2019,47865,Truck,Petrol,Manual,3.3,536,5,17,5,"Sunroof, Heated Seats, Android Auto",The 2019 Chevrolet Malibu is a premium Truck offering exceptional performance and modern features like Sunroof and Heated Seats.
325,Tesla,Model X,2023,73349,SUV,Electric,Automatic,0.0,378,5,105,4,"Android Auto, Navigation System, Blind Spot Monitor, Leather Seats, Cruise Control, Sunroof",The 2023 Tesla Model X is a premium SUV offering exceptional performance and modern features like Android Auto and Navigation System.
326,Audi,A4,2020,69576,Truck,Petrol,Automatic,3.2,529,3,15,4,"Android Auto, Cruise Control, Navigation System, Blind Spot Monitor, Bluetooth, Backup Camera",The 2020 Audi A4 is a premium Truck offering exceptional performance and modern features like Android Auto and Cruise Control.
